"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2006-05",2.440239,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2006-06",2.642074,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2006-07",2.689243,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2006-08",2.835821,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2006-09",2.930949,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2006-10",2.718735,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2006-11",2.619871,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2006-12",2.572984,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-01",2.669793,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-02",2.707269,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-03",2.45144,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-04",2.341119,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-05",2.244045,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-06",2.221467,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-07",2.209505,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-08",2.134011,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-09",2.137066,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-10",2.174206,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-11",2.328998,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2007-12",2.438977,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-01",2.465759,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-02",2.273423,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-03",2.354673,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-04",2.257609,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-05",2.31271,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-06",2.413125,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-07",2.509537,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-08",2.541317,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-09",2.473208,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-10",2.216016,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-11",2.002966,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2008-12",1.763077,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-01",1.680132,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-02",1.785698,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-03",1.755978,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-04",1.899014,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-05",1.834743,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-06",1.730433,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-07",1.529774,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-08",1.441268,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-09",1.510177,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-10",1.708575,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-11",1.704739,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2009-12",1.816289,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-01",1.553625,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-02",1.34001,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-03",1.106847,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-04",0.9231415,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-05",0.9423716,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-06",0.9038548,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-07",0.8698427,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-08",0.8902712,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-09",0.8040448,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-10",0.6106981,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-11",0.7682046,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2010-12",0.804454,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-01",0.9500831,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-02",1.092012,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-03",1.19018,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-04",1.334744,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-05",1.510446,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-06",1.638759,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-07",1.76536,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-08",1.951244,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-09",1.974701,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-10",2.100153,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-11",2.153307,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2011-12",2.229536,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-01",2.277463,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-02",2.176574,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-03",2.255353,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-04",2.313514,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-05",2.257119,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-06",2.217963,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-07",2.100247,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-08",1.913456,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-09",1.98463,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-10",1.99918,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-11",1.941294,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2012-12",1.893358,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-01",1.925303,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-02",2.004257,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-03",1.887337,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-04",1.715198,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-05",1.68117,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-06",1.636078,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-07",1.696006,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-08",1.764583,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-09",1.734119,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-10",1.680243,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-11",1.720984,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2013-12",1.717071,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-01",1.621246,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-02",1.56734,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-03",1.656712,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-04",1.83205,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-05",1.956207,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-06",1.933316,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-07",1.858917,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-08",1.72374,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-09",1.728838,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-10",1.80769,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-11",1.702495,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2014-12",1.606383,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-01",1.648914,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-02",1.697766,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-03",1.753386,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-04",1.80751,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-05",1.718278,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-06",1.762283,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-07",1.804836,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-08",1.827559,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-09",1.891635,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-10",1.909671,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-11",2.017572,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2015-12",2.095697,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-01",2.206915,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-02",2.331277,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-03",2.194825,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-04",2.146384,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-05",2.240634,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-06",2.24465,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-07",2.189444,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-08",2.318968,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-09",2.207438,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-10",2.144804,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-11",2.110826,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2016-12",2.196662,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-01",2.271724,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-02",2.223624,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-03",2.001965,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-04",1.882652,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-05",1.733429,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-06",1.703027,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-07",1.692069,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-08",1.684402,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-09",1.692592,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-10",1.773548,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-11",1.711291,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2017-12",1.775751,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-01",1.821395,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-02",1.847553,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-03",2.117076,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-04",2.13915,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-05",2.237179,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-06",2.255033,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-07",2.354169,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-08",2.19916,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-09",2.169676,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-10",2.138875,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-11",2.214271,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2018-12",2.178989,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-01",2.153646,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-02",2.084188,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-03",2.036554,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-04",2.06478,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-05",1.988977,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-06",2.126529,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-07",2.210054,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-08",2.386323,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-09",2.357708,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-10",2.314495,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-11",2.316821,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2019-12",2.258736,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-01",2.261247,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-02",2.356825,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-03",2.091385,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-04",1.432155,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-05",1.222057,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-06",1.187414,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-07",1.569626,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-08",1.736388,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-09",1.713279,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-10",1.610585,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-11",1.646499,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2020-12",1.619642,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2021-01",1.410129,
"USA","CPI","TOT_FOODENRG","AGRWTH","M","2021-02",1.282608,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1998-12",4.31834,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-01",4.166277,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-02",3.931208,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-03",3.86047,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-04",3.891487,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-05",3.790581,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-06",3.829431,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-07",3.838212,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-08",3.751162,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-09",3.72104,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-10",3.706153,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-11",3.671521,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","1999-12",3.656807,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-01",3.716115,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-02",3.740239,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-03",3.771348,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-04",3.594443,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-05",3.575634,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-06",3.516341,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-07",3.531092,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-08",3.538351,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-09",3.396514,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-10",3.249377,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-11",3.239525,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2000-12",3.168651,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-01",3.039329,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-02",3.071574,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-03",3.066886,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-04",3.26181,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-05",3.329594,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-06",3.440541,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-07",3.378937,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-08",3.413002,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-09",3.399337,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-10",3.438894,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-11",3.466443,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2001-12",3.437011,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-01",3.373405,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-02",3.339932,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-03",3.30771,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-04",3.181055,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-05",3.122725,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-06",2.96325,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-07",2.861398,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-08",2.869945,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-09",2.766975,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-10",2.734311,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-11",2.611813,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2002-12",2.563005,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-01",2.512891,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-02",2.456043,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-03",2.37754,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-04",2.227791,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-05",2.17784,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-06",2.076893,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-07",2.037342,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-08",1.910299,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-09",1.834933,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-10",1.831272,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-11",1.677306,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2003-12",1.645059,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-01",1.600001,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-02",1.622803,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-03",1.769202,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-04",1.865287,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-05",1.870344,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-06",1.960419,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-07",1.911649,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-08",1.866869,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-09",1.947224,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-10",1.968943,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-11",2.046542,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2004-12",2.092079,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-01",2.098338,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-02",2.074303,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-03",2.061104,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-04",1.924114,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-05",1.926576,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-06",1.839051,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-07",1.877991,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-08",1.886765,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-09",1.802077,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-10",1.850651,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-11",1.869657,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2005-12",1.849934,
"OECD","CPI","TOT_FOODENRG","AGRWTH","M","2006-01",1.798055,
